Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t257	0.0005180381000000024	44800000000098233e-23	-0.00015609410000000292	-0.000561934800000002	0.00020708740000000003	-16562499999999217e-21	-0.00011730369999999984	-3119819999999971e-20	-0.000271321399999999	-0.0005214282000000001	0.0004635996000000023	0.00016941799999999757	-453000000011361e-22	13700000001636016e-24
Cr6_Obs_t258	0.0005086873000000004	4388999999983129e-22	-0.00015336820000000102	-0.0005504373999999992	0.00020520090000000074	-16306800000001793e-21	-0.00011544609999999782	-313681000000017e-19	-0.0002666086	-0.0005124888000000022	0.00046566169999999815	0.0001664110999999996	-4449999999999593e-23	13500000002435174e-24
Cr6_Obs_t259	0.0004993871999999996	42979999999998025e-23	-0.00015065199999999938	-0.0005389822000000013	0.0002032557000000018	-1604890000000015e-20	-0.00011361199999999731	-31533899999998394e-21	-0.0002619105999999982	-0.0005035708000000012	0.00046767310000000133	0.0001634173000000013	-43800000002792994e-24	13200000003633914e-24
Cr6_Obs_t260	0.0004901448999999978	42090000000084837e-23	-0.0001479471999999999	-0.000527578600000001	0.00020125559999999677	-1578870000000336e-20	-0.00011180180000000105	-31695499999998857e-21	-0.0002572312999999998	-0.0004946816999999975	0.0004696347999999995	0.000160439200000001	-428999999977156e-22	13000000000096268e-24
Cr6_Obs_t261	0.0004809668999999992	41199999999737974e-23	-0.00014525630000000126	-0.0005162356000000014	0.00019920389999999837	-15526700000000754e-21	-0.0001100164000000011	-3185310000000229e-20	-0.0002525745999999978	-0.0004858291999999993	0.0004715474999999981	0.00015747909999999816	-4210000000091224e-23	12800000000895428e-24
Cr6_Obs_t262	0.0004718593000000013	4030999999982479e-22	-0.0001425813999999994	-0.0005049621000000016	0.0001971037999999982	-15263299999999404e-21	-0.00010825659999999862	-3200679999999963e-20	-0.00024794419999999914	-0.00047702069999999887	0.00047341210000000246	0.0001545389999999978	-41299999999772075e-24	1249999999775736e-23
Cr6_Obs_t263	0.0004628281000000016	394399999998317e-21	-0.00013992420000000054	-0.0004937661000000001	0.0001949587999999997	-14998500000003648e-21	-0.000106522800000005	-32156499999999935e-21	-0.00024334340000000364	-0.00046826260000000074	0.00047522950000000036	0.00015162090000000062	-4050000000296872e-23	12299999998556521e-24
Cr6_Obs_t264	0.00045387879999999985	3857000000027228e-22	-0.00013728670000000102	-0.0004826553000000008	0.00019277210000000298	-14732799999998478e-21	-0.00010481549999999656	-3230229999999848e-20	-0.00023877550000000246	-0.00045956160000000003	0.00047700060000000107	0.00014872680000000294	-3970000000182855e-23	1209999999935568e-23
Cr6_Obs_t265	0.0004450162999999982	3770999999980554e-22	-0.00013467060000000274	-0.0004716370000000048	0.00019054699999999924	-14466400000004778e-21	-0.00010313530000000128	-32444300000003534e-21	-0.00023424350000000093	-0.00045092360000000345	0.0004787261999999971	0.00014585849999999758	-39000000000288804e-24	11799999996217614e-24
Cr6_Obs_t266	0.00043624550000000324	36860000000166204e-23	-0.00013207759999999888	-0.00046071809999999764	0.00018828659999999778	-14199599999999668e-21	-0.00010148250000000057	-3258259999999735e-20	-0.00022975040000000006	-0.0004423546	0.0004804072000000022	0.00014301740000000063	-3829999999874906e-23	11500000001753163e-24
Cr6_Obs_t267	0.0004275707999999972	3601999999961955e-22	-0.0001295090000000016	-0.00044990469999999817	0.00018599409999999882	-1393240000000049e-20	-9985740000000196e-20	-3271710000000202e-20	-0.00022529859999999898	-0.0004338595000000049	0.00048204469999999893	0.00014020540000000015	-375000000019457e-22	11299999998215515e-24
Cr6_Obs_t268	0.0004189962999999984	35200000000294024e-23	-0.0001269664000000002	-0.0004392027999999999	0.00018367260000000298	-13665300000000916e-21	-9826039999999947e-20	-32847899999999784e-21	-0.0002208907999999999	-0.00042544360000000125	0.000483639400000002	0.00013742379999999964	-3670000000080553e-23	11099999999014676e-24
Cr6_Obs_t269	0.0004105257000000008	34380000000101135e-23	-0.00012445099999999851	-0.0004286180999999974	0.0001813249000000034	-13398400000000539e-21	-9669160000000138e-20	-32975099999998925e-21	-0.0002165291999999984	-0.0004171114999999967	0.0004851922000000033	0.00013467390000000256	-35899999999665366e-24	10999999999414256e-24
Cr6_Obs_t270	0.00040216229999999557	3356999999943461e-22	-0.0001219641000000044	-0.0004181556000000054	0.0001789538999999972	-13132000000002501e-21	-9515130000000219e-20	-3309890000000298e-20	-0.0002122162000000021	-0.00040886770000000353	0.000486703999999995	0.00013195689999999545	-3530000000206285e-23	10699999996276188e-24
Cr6_Obs_t271	0.00039390940000000405	32770000000029165e-23	-0.00011950680000000041	-0.00040781989999999664	0.0001765626000000027	-12866200000002069e-21	-9363949999999753e-20	-3321909999999973e-20	-0.00020795350000000004	-0.0004007160999999976	0.0004881755999999998	0.00012927389999999993	-3450000000092268e-23	10500000001412158e-24
Cr6_Obs_t272	0.0003857696999999983	31989999999676444e-23	-0.00011708009999999991	-0.0003976154000000014	0.00017415359999999654	-12601300000002376e-21	-9215650000000356e-20	-33335900000001396e-21	-0.0002037431000000015	-0.0003926604000000031	0.000489608099999996	0.0001266259999999986	-33800000003719743e-24	1019999999827409e-23
Cr6_Obs_t273	0.0003777456999999986	31210000000191085e-23	-0.00011468489999999932	-0.0003875459000000003	0.0001717296000000026	-12337500000002622e-21	-907020999999994e-19	-3344940000000324e-20	-0.00019958660000000007	-0.00038470399999999787	0.0004910021999999983	0.00012401410000000088	-3319999999744361e-23	999999999907325e-23
Cr6_Obs_t274	0.0003698397999999997	3044999999975845e-22	-0.00011232199999999978	-0.0003776150000000004	0.00016929319999999751	-12074799999998477e-21	-8927640000000198e-20	-3355960000000092e-20	-0.00019548540000000322	-0.00037684999999999975	0.0004923587999999986	0.00012143899999999923	-3250000000024067e-23	979999999987241e-23
Cr6_Obs_t275	0.0003620539000000027	29709999999679576e-23	-0.00010999229999999766	-0.0003678258999999977	0.00016684699999999688	-11813400000002146e-21	-8787940000000265e-20	-33666499999998774e-21	-0.00019144100000000053	-0.00036910120000000195	0.0004936787999999977	0.00011890149999999912	-3170000000343731e-23	9700000000271991e-24
Cr6_Obs_t276	0.00035438960000000116	28970000000468066e-23	-0.00010769649999999889	-0.000358181399999994	0.00016439320000000493	-11553699999994685e-21	-8651099999999745e-20	-33770299999996006e-21	-0.0001874546999999999	-0.000361460299999998	0.0004949628000000018	0.00011640220000000248	-31099999997161176e-24	9400000001470732e-24
Cr6_Obs_t277	0.00034684849999999743	2825000000030928e-22	-0.00010543489999999787	-0.000348684000000001	0.00016193429999999866	-11295599999998178e-21	-851710999999998e-19	-3387090000000169e-20	-0.0001835272999999981	-0.0003539294000000012	0.0004962121000000016	0.00011394170000000262	-3039999999995824e-23	9199999997933084e-24
Cr6_Obs_t278	0.0003394317000000044	2753000000015049e-22	-0.00010320839999999974	-0.0003393358999999969	0.00015947240000000439	-11039399999998416e-21	-838595999999971e-19	-33968599999997275e-21	-0.00017966009999999862	-0.00034651059999999886	0.0004974271000000039	0.00011152040000000224	-29799999998018915e-24	9000000003069053e-24
Cr6_Obs_t279	0.00033214039999999567	26829999999478105e-23	-0.00010101729999999891	-0.00033013900000000446	0.00015700969999999596	-10785200000003672e-21	-8257630000000314e-20	-3406330000000051e-20	-0.0001758537000000034	-0.0003392056000000015	0.0004986088000000005	0.00010913879999999935	-29100000000815973e-24	8799999995194596e-24
Cr6_Obs_t280	0.0003249752999999987	26140000000066804e-23	-9886189999999859e-20	-0.00032109480000000034	0.00015454829999999968	-105329999999966e-19	-8132099999999705e-20	-3415499999999839e-20	-0.00017210880000000095	-0.00033201589999999875	0.0004997580000000012	0.00010679720000000142	-28499999998876646e-24	8600000000330565e-24
Cr6_Obs_t281	0.00031793709999999777	25469999999708226e-23	-9674260000000143e-20	-0.000312204600000001	0.0001520901999999989	-10282900000002822e-21	-800933000000021e-19	-34243900000003116e-21	-0.0001684260000000019	-0.0003249429000000024	0.0005008755999999981	0.0001044959999999982	-27800000001673708e-24	8500000000730146e-24
Cr6_Obs_t282	0.0003110260000000007	2481000000017705e-22	-9465960000000235e-20	-0.0003034695999999974	0.0001496370999999998	-10035299999999053e-21	-7889329999999622e-20	-3432999999999735e-20	-0.0001648058999999995	-0.0003179875999999998	0.0005019621000000021	0.00010223530000000227	-2719999999973438e-23	8300000001529306e-24
Cr6_Obs_t283	0.00030424229999999764	24159999999738557e-23	-9261320000000448e-20	-0.000294890500000004	0.00014719099999999877	-9790000000003442e-21	-7772060000000268e-20	-3441340000000237e-20	-0.0001612488000000056	-0.0003111510000000043	0.0005030184999999963	0.0001000150999999963	-2670000000173228e-23	8099999997991658e-24
Cr6_Obs_t284	0.0002975861000000012	23510000000167425e-23	-9060349999999873e-20	-0.0002864677999999971	0.00014475339999999847	-9547299999997441e-21	-76574900000001e-18	-3449420000000043e-20	-0.00015775499999999727	-0.00030443370000000046	0.0005040453000000004	9783570000000078e-20	-2609999999979296e-23	7899999998790819e-24
Cr6_Obs_t285	0.00029105729999999875	22889999999609056e-23	-8863050000000247e-20	-0.00027820170000000203	0.00014232629999999958	-9307100000003135e-21	-7545570000000185e-20	-3457220000000101e-20	-0.00015432450000000056	-0.0002978360999999997	0.0005050436999999965	9569709999999836e-20	-2550000000219044e-23	769999999958998e-23
Cr6_Obs_t286	0.0002846556000000002	22290000000271812e-23	-8669429999999794e-20	-0.0002700924999999958	0.00013991100000000124	-906959999999804e-20	-7436289999999696e-20	-3464779999999817e-20	-0.0001509574999999973	-0.0002913584999999965	0.0005060140000000008	9359920000000244e-20	-24900000000251113e-24	7600000004326368e-24
Cr6_Obs_t287	0.0002783803999999949	21679999999673488e-23	-8479490000000249e-20	-0.0002621401000000006	0.00013750879999999827	-8834900000003441e-21	-7329630000000014e-20	-3472100000000058e-20	-0.00014765419999999974	-0.0002850014000000019	0.0005069571000000011	9154190000000041e-20	-2450000000184943e-23	7299999996851492e-24
Cr6_Obs_t288	0.00027223139999999705	21089999999862608e-23	-8293219999999917e-20	-0.00025434399999999663	0.00013512139999999687	-860290000000239e-20	-7225510000000157e-20	-3479160000000037e-20	-0.00014441430000000036	-0.00027876430000000046	0.0005078736999999988	8952519999999662e-20	-238999999999101e-22	7199999997251071e-24
Cr6_Obs_t289	0.0002662078999999965	2051999999953813e-22	-811060000000018e-19	-0.0002467037000000033	0.00013275009999999619	-8373800000002762e-21	-7123930000000559e-20	-3485990000000501e-20	-0.00014123750000000473	-0.00027264720000000527	0.0005087644999999955	875488999999962e-19	-23300000002307586e-24	7099999993313843e-24
Cr6_Obs_t290	0.0002603090000000011	19960000000474737e-23	-7931640000000129e-20	-0.00023921880000000052	0.0001303959000000009	-814769999999982e-20	-7024839999999685e-20	-34925900000001495e-21	-0.00013812399999999902	-0.00026664989999999975	0.0005096301000000018	8561270000000034e-20	-228999999995691e-22	69000000027866215e-25
Cr6_Obs_t291	0.0002545338000000015	19410000000070343e-23	-7756299999999924e-20	-0.00023188829999999658	0.0001280602000000011	-79243999999987e-19	-6928199999999864e-20	-349895999999985e-19	-0.00013507309999999904	-0.0002607718999999989	0.0005104713000000016	8371650000000511e-20	-2229999999762977e-23	6799999998849393e-24
Cr6_Obs_t292	0.0002488814000000013	18869999999625992e-23	-758457000000004e-19	-0.00022471119999999988	0.00012574389999999748	-7704200000002541e-21	-6833979999999913e-20	-35051199999999554e-21	-0.00013208470000000087	-0.00025501250000000125	0.0005112885000000018	818598999999991e-19	-21799999999627673e-24	65999999996485545e-25
Cr6_Obs_t293	0.00024335059999999658	18349999999969085e-23	-7416420000000163e-20	-0.00021768660000000097	0.0001234480999999987	-7487000000003068e-21	-6742130000000034e-20	-3511060000000073e-20	-0.00012915830000000215	-0.00024937120000000437	0.000512082599999999	8004260000000086e-20	-21300000001625574e-24	64999999957113244e-25
Cr6_Obs_t294	0.00023794020000000513	1783000000031218e-22	-7251829999999505e-20	-0.0002108130999999968	0.00012117360000000153	-7272899999995544e-21	-6652609999999951e-20	-3516789999999728e-20	-0.0001262934999999958	-0.0002438472999999981	0.000512854100000004	782643000000029e-19	-20899999998887087e-24	6300000000847295e-24
Cr6_Obs_t295	0.0002326488999999975	17329999999707996e-23	-7090760000000394e-20	-0.0002040894000000012	0.00011892149999999727	-7061900000001654e-21	-656539000000022e-19	-3522330000000143e-20	-0.0001234897000000016	-0.00023843960000000022	0.0005136035999999972	7652449999999856e-20	-20400000000884988e-24	6099999997309646e-24
Cr6_Obs_t296	0.00022747560000000407	16839999999931216e-23	-6933179999999914e-20	-0.0001975140000000028	0.00011669260000000004	-6853999999999715e-21	-6480409999999777e-20	-35276600000000956e-21	-0.00012074630000000022	-0.00023314730000000095	0.0005143316999999979	7482300000000164e-20	-1989999999854608e-23	5999999997709227e-24
Cr6_Obs_t297	0.00022241850000000174	16350000000154435e-23	-677904999999996e-19	-0.00019108549999999856	0.00011448740000000353	-66492999999979985e-22	-6397650000000005e-20	-353279999999994e-19	-0.00011806289999999765	-0.00022796929999999594	0.0005150390000000036	7315930000000113e-20	-19500000000144402e-24	5800000002845196e-24
Cr6_Obs_t298	0.00021747649999999917	158899999998241e-21	-6628340000000219e-20	-0.0001848020000000004	0.00011230689999999938	-6447700000001243e-21	-6317040000000315e-20	-353775000000011e-19	-0.00011543860000000175	-0.00022290450000000264	0.0005157260999999989	7153289999999903e-20	-19100000001742723e-24	56999999989079675e-25
Cr6_Obs_t299	0.0002126480000000028	15429999999927446e-23	-6481000000000021e-20	-0.0001786620000000013	0.00011015160000000297	-6249200000000773e-21	-6238559999999921e-20	-3542520000000132e-20	-0.00011287290000000158	-0.00021795150000000066	0.0005163935999999989	6994330000000167e-20	-18699999999004235e-24	5599999999307548e-24
Cr6_Obs_t300	0.00020793129999999767	14989999999950876e-23	-6336999999999923e-20	-0.000172663400000001	0.00010802199999999929	-6053800000000928e-21	-6162149999999929e-20	-35471099999995724e-21	-0.00011036509999999989	-0.00021310919999999872	0.0005170419000000018	6839020000000157e-20	-18199999996665328e-24	5499999999707128e-24
Cr6_Obs_t301	0.00020332489999999852	14549999999540625e-23	-6196280000000162e-20	-0.0001668046000000015	0.00010591869999999894	-58617000000009065e-22	-6087789999999986e-20	-3551530000000559e-20	-0.00010791430000000461	-0.00020837620000000237	0.0005176714999999971	6687299999999681e-20	-17800000002600458e-24	5400000000106708e-24
Cr6_Obs_t302	0.00019882710000000345	14120000000391458e-23	-6058819999999517e-20	-0.00016108359999999784	0.00010384220000000423	-5672699999997172e-21	-60154199999998964e-21	-3555779999999623e-20	-0.00010551990000000084	-0.00020375109999999988	0.0005182830999999992	6539110000000278e-20	-1739999999986197e-23	5200000000905869e-24
Cr6_Obs_t303	0.0001944363000000015	13710000000295014e-23	-59245599999999635e-21	-0.00015549839999999798	0.0001017929000000006	-5486799999998397e-21	-5944989999999862e-20	-355986999999976e-19	-0.00010318109999999605	-0.00019923249999999682	0.0005188771000000023	6394420000000334e-20	-16999999997123483e-24	5100000001305449e-24
Cr6_Obs_t304	0.0001901506999999955	1330999999972493e-22	-57934500000004004e-21	-0.00015004690000000164	9977109999999548e-20	-53040999999998464e-22	-5876480000000396e-20	-3563790000000143e-20	-0.00010089700000000258	-0.000194818800000004	0.0005194540999999995	6253149999999735e-20	-16600000003058613e-24	4999999997368221e-24
Cr6_Obs_t305	0.00018596859999999663	12909999999588528e-23	-56654500000001204e-21	-0.00014472710000000381	9777709999999641e-20	-512460000000152e-20	-58098500000003564e-21	-35675700000002177e-21	-9866700000000107e-20	-0.0001905086000000009	0.0005200142999999945	6115259999999942e-20	-16300000004257353e-24	4899999997767801e-24
Cr6_Obs_t306	0.00018188819999999904	12530000000239572e-23	-55404999999997956e-21	-0.00013953680000000027	9581140000000134e-20	-4948199999999479e-21	-57450300000000225e-21	-3571190000000064e-20	-9648990000000069e-20	-0.0001863002999999983	0.0005205585000000014	59806999999998535e-21	-16000000001119286e-24	480000000250419e-23
Cr6_Obs_t307	0.00017790779999999652	12150000000023253e-23	-541856000000002e-19	-0.0001344738999999994	9387399999999727e-20	-4774800000002799e-21	-5682000000000343e-20	-3574670000000037e-20	-9436520000000344e-20	-0.00018219220000000296	0.0005210868999999977	5849399999999748e-20	-15600000002717607e-24	4599999998966542e-24
Cr6_Obs_t308	0.00017402570000000454	117900000001607e-21	-5299569999999733e-20	-0.00012953620000000134	9196530000000428e-20	-4604399999998468e-21	-56206999999998224e-21	-3577999999999741e-20	-9229169999999676e-20	-0.00017818269999999962	0.0005216002000000023	572132000000022e-19	-1519999999997912e-23	46000000033033506e-25
Cr6_Obs_t309	0.00017023990000000072	11429999999864465e-23	-5183499999999921e-20	-0.00012472160000000145	900852000000011e-19	-4437199999998698e-21	-55611199999998015e-21	-3581199999999965e-20	-9026880000000039e-20	-0.0001742702999999986	0.0005220986000000014	5596390000000249e-20	-14900000001177858e-24	4500000003702931e-24
Cr6_Obs_t310	0.00016654880000000014	11090000000355676e-23	-5070270000000036e-20	-0.00012002769999999633	8823410000000347e-20	-42729999999999504e-22	-5503189999999693e-20	-3584259999999881e-20	-8829549999999665e-20	-0.00017045319999999843	0.0005225826000000017	5474550000000075e-20	-14499999998439372e-24	43999999997657024e-25
Cr6_Obs_t311	0.00016295040000000212	10749999999979526e-23	-4959849999999766e-20	-0.00011545249999999826	8641190000000312e-20	-4111799999997889e-21	-544689000000001e-19	-35871899999998826e-21	-8637089999999781e-20	-0.0001667297999999968	0.0005230527000000011	5355749999999896e-20	-14199999999638113e-24	4300000000165283e-24
Cr6_Obs_t312	0.00015944290000000083	10419999999997098e-23	-4852190000000176e-20	-0.00011099359999999954	8461860000000005e-20	-39537000000007885e-22	-5392180000000045e-20	-358999999999993e-19	-844941999999984e-19	-0.00016309840000000055	0.0005235091000000032	52399399999999124e-21	-14000000000437275e-24	4200000000564863e-24
Cr6_Obs_t313	0.00015602469999999834	10099999999974713e-23	-4747220000000246e-20	-0.00010664880000000026	828543999999978e-19	-379840000000551e-20	-5339010000000432e-20	-3592680000000497e-20	-8266440000000239e-20	-0.0001595573000000034	0.0005239522999999973	5127039999999576e-20	-13700000001636016e-24	4099999996627635e-24
Cr6_Obs_t314	0.0001526938999999979	9789999999912369e-23	-4644890000000176e-20	-0.00010241580000000095	8111929999999636e-20	-364600000000298e-20	-5287340000000029e-20	-35952400000002424e-21	-8088060000000039e-20	-0.00015610480000000353	0.0005243827999999945	5017019999999876e-20	-13300000003234336e-24	40000000013640236e-25
Cr6_Obs_t315	0.000149448699999998	9479999999850025e-23	-45451600000001244e-21	-982926000000009e-19	7941310000000087e-20	-34966000000014735e-22	-5237139999999825e-20	-3597689999999994e-20	-7914199999999993e-20	-0.00015273920000000336	0.0005248007999999983	4909799999999829e-20	-13099999999696688e-24	3900000001763604e-24
Cr6_Obs_t316	0.00014628730000000156	9189999999707765e-23	-44479799999998584e-21	-9427670000000145e-20	7773590000000226e-20	-33501000000013895e-22	-5188379999999937e-20	-36000300000001845e-21	-7744770000000026e-20	-0.00014945880000000102	0.0005252066999999984	48053300000000694e-21	-12800000000895428e-24	3800000002163184e-24
Cr6_Obs_t317	0.00014320809999999757	8909999999959228e-23	-4353280000000091e-20	-9036590000000271e-20	7608760000000093e-20	-320619999999959e-20	-51409999999997395e-21	-36022499999999874e-21	-7579650000000184e-20	-0.00014626189999999897	0.0005256009000000018	4703570000000323e-20	-1250000000209417e-23	3800000002163184e-24
Cr6_Obs_t318	0.00014020909999999838	862999999977701e-22	-4261030000000075e-20	-8655819999999967e-20	7446789999999807e-20	-30653000000031502e-22	-50949800000001794e-21	-360437000000019e-19	-741879999999976e-19	-0.00014314679999999965	0.0005259836999999988	4604440000000043e-20	-1220000000329291e-23	3700000002562765e-24
Cr6_Obs_t319	0.00013728859999999777	8350000000028474e-23	-41711700000000504e-21	-8285130000000151e-20	7287680000000237e-20	-29271000000002587e-22	-50503000000000346e-21	-36063899999999247e-21	-7262100000000101e-20	-0.0001401119000000008	0.0005263554000000011	4507879999999902e-20	-11999999999755262e-24	34999999990251163e-25
Cr6_Obs_t320	0.00013444510000000173	8090000000633701e-23	-40836399999998226e-21	-7924289999999574e-20	7131430000000081e-20	-2791599999995252e-21	-50068999999999815e-21	-3608299999999665e-20	-7109469999999792e-20	-0.00013715539999999658	0.0005267164000000027	4413860000000453e-20	-11699999996617194e-24	3500000003361925e-24
Cr6_Obs_t321	0.00013167670000000051	7829999999937887e-23	-3998399999999985e-20	-7573109999999862e-20	6977989999999972e-20	-2658800000001141e-21	-4964760000000096e-20	-3610130000000159e-20	-6960820000000058e-20	-0.00013427580000000168	0.0005270668999999987	43222999999998485e-21	-11500000001753163e-24	33999999994246966e-25
Cr6_Obs_t322	0.0001289818000000005	7580000000069476e-23	-3915389999999911e-20	-723134000000028e-19	6827379999999831e-20	-25285999999966405e-22	-49238299999997126e-21	-36118499999997916e-21	-681605999999996e-19	-0.00013147129999999726	0.0005274073999999998	42331599999999824e-21	-11199999998615096e-24	33999999994246966e-25
Cr6_Obs_t323	0.00012635860000000023	7330000000201065e-23	-38345799999997196e-21	-6898799999999813e-20	6679539999999897e-20	-24009999999990983e-22	-4884100000000172e-20	-3613489999999744e-20	-6675120000000211e-20	-0.00012874029999999839	0.0005277379999999972	41463899999997535e-21	-10999999999414256e-24	32999999998242772e-25
Cr6_Obs_t324	0.00012380560000000134	7099999999819057e-23	-3755900000000558e-20	-6575270000000206e-20	653448000000013e-19	-22759999999998407e-22	-4845520000000374e-20	-36150300000000954e-21	-6537900000000343e-20	-0.00012608130000000238	0.0005280589999999983	4061919999999875e-20	-10800000000213417e-24	3199999995887048e-24
Cr6_Obs_t325	0.00012132090000000276	6859999999910688e-23	-3679329999999471e-20	-6260539999999697e-20	6392150000000298e-20	-21535999999988675e-22	-4808079999999489e-20	-36164999999998594e-21	-6404329999999767e-20	-0.0001234925999999987	0.0005283707000000018	3979700000000114e-20	-10599999996675769e-24	31000000006234374e-25
Cr6_Obs_t326	0.00011890340000000454	6650000000316125e-23	-3604779999999853e-20	-5954399999999558e-20	6252550000000398e-20	-20334999999973777e-22	-47717099999995335e-21	-3617869999999589e-20	-6274309999999752e-20	-0.00012097249999999846	0.0005286736000000057	3899700000000589e-20	-1029999999787451e-23	31000000006234374e-25
Cr6_Obs_t327	0.00011655099999999773	6419999999934117e-23	-35322499999999694e-21	-5656669999999642e-20	6115629999999764e-20	-1915999999998509e-21	-4736429999999993e-20	-3619179999999993e-20	-6147769999999709e-20	-0.00011851969999999816	0.0005289675999999976	38218399999998855e-21	-1019999999827409e-23	3000000001023018e-24
Cr6_Obs_t328	0.00011426250000000013	6209999999905874e-23	-34616500000001806e-21	-536712e-10	5981380000000172e-20	-18009000000030612e-22	-47021700000002796e-21	-3620399999999888e-20	-6024629999999958e-20	-0.00011613240000000071	0.0005292532000000013	3746089999999858e-20	-999999999907325e-23	2900000001422598e-24
Cr6_Obs_t329	0.00011203620000000119	5999999999877631e-23	-3392970000000092e-20	-5085580000000009e-20	58497700000000035e-21	-16881000000027596e-22	-466892999999996e-19	-36215500000000636e-21	-5904799999999991e-20	-0.00011380919999999865	0.0005295305999999987	36723799999999196e-21	-979999999987241e-23	27999999974853695e-25
Cr6_Obs_t330	0.0001098707000000065	5810000000203152e-23	-3326129999999591e-20	-4811839999999644e-20	572077000000025e-19	-15775999999976045e-22	-4636649999999708e-20	-3622609999999731e-20	-5788209999999655e-20	-0.00011154859999999796	0.0005298001000000017	3600690000000583e-20	-9499999996734343e-24	2900000001422598e-24
Cr6_Obs_t331	0.00010776429999999684	56099999997012706e-24	-326111000000049e-19	-4545720000000055e-20	5594339999999767e-20	-14695000000002068e-22	-460533000000039e-19	-3623610000000072e-20	-5674780000000136e-20	-0.00010934910000000037	0.0005300616999999973	353094e-10	-9400000001470732e-24	27999999974853695e-25
Cr6_Obs_t332	0.0001057156999999991	5420000000026792e-23	-3197869999999915e-20	-4287029999999834e-20	5470449999999978e-20	-1363599999998355e-21	-4574939999999958e-20	-3624550000000219e-20	-5564439999999979e-20	-0.00010720930000000273	0.0005303158000000011	34630900000000645e-21	-9199999997933084e-24	269999999788495e-23
Cr6_Obs_t333	0.00010372359999999674	5240000000312356e-23	-313634999999984e-19	-4035580000000174e-20	5349090000000053e-20	-12598000000011225e-22	-45454300000003466e-21	-36254099999998186e-21	-54570999999999786e-21	-0.00010512749999999887	0.000530562699999999	33971199999999896e-21	-8999999998732244e-24	269999999788495e-23
Cr6_Obs_t334	0.00010178640000000053	5060000000164239e-23	-30765099999999906e-21	-3791209999999979e-20	52302000000002326e-21	-11582999999990365e-22	-4516810000000215e-20	-36262100000000914e-21	-53526999999999395e-21	-0.0001031026999999971	0.0005308024999999992	3332950000000095e-20	-8899999999131825e-24	259999999828453e-23
Cr6_Obs_t335	9990259999999482e-20	48799999995824406e-24	-30183300000000135e-21	-35537200000000484e-21	5113759999999731e-20	-10589000000015697e-22	-44890400000005895e-21	-362695000000017e-19	-5251170000000142e-20	-0.00010113320000000418	0.0005310352999999971	3270539999999673e-20	-8700000004267794e-24	24999999943473017e-25
Cr6_Obs_t336	9807120000000087e-20	4720000000221769e-23	-29617400000001882e-21	-3322940000000194e-20	4999739999999968e-20	-9616000000000485e-22	-4462079999999896e-20	-3627630000000055e-20	-5152430000000038e-20	-9921779999999894e-20	0.0005312615999999992	3209860000000144e-20	-8600000000330565e-24	24999999986841104e-25
Cr6_Obs_t337	9629069999999868e-20	4559999999993736e-23	-29067099999997677e-21	-3098699999999795e-20	4888100000000235e-20	-8661999999996091e-22	-4435919999999909e-20	-362824000000022e-19	-50564099999999064e-21	-9735490000000076e-20	0.0005314814000000013	3150879999999894e-20	-8299999997192498e-24	2500000003020919e-24
Cr6_Obs_t338	945595999999986e-19	4400000000199383e-23	-28532099999997382e-21	-28808399999999224e-21	4778809999999786e-20	-7729999999990522e-22	-44105399999998414e-21	-36288000000001507e-21	-496304999999999e-19	-9554360000000022e-20	0.0005316948999999982	3093509999999716e-20	-8200000001928887e-24	23999999990836907e-25
Cr6_Obs_t339	9287699999999989e-20	4249999999931392e-23	-28011799999999063e-21	-26691899999999564e-21	46718400000000417e-21	-6816999999995771e-22	-4385910000000246e-20	-3629300000000321e-20	-48722700000001715e-21	-9378229999999939e-20	0.0005319024000000018	30377499999996102e-21	-8099999997991658e-24	23999999990836907e-25
Cr6_Obs_t340	9124139999999985e-20	41000000000970815e-24	-2750609999999879e-20	-24635800000001425e-21	45671399999999e-18	-5923000000011835e-22	-43620099999999024e-21	-3629750000000258e-20	-4784009999999825e-20	-9206979999999872e-20	0.0005321039000000033	29835499999997763e-21	-7899999998790819e-24	23999999990836907e-25
Cr6_Obs_t341	8965159999999896e-20	394999999982909e-22	-27014399999998953e-21	-2263870000000171e-20	44646799999999154e-21	-5048000000038716e-22	-4338830000000151e-20	-36301599999999205e-21	-4698210000000057e-20	-90404900000003e-18	0.0005322997000000015	2930859999999546e-20	-769999999958998e-23	2299999999483271e-24
Cr6_Obs_t342	8810630000000239e-20	38100000003885026e-24	-2653659999999562e-20	-20699099999997757e-21	4364430000000207e-20	-4191999999989676e-22	-4316339999999811e-20	-3630509999999823e-20	-4614819999999766e-20	-8878639999999969e-20	0.0005324899000000004	28796299999999872e-21	-769999999958998e-23	220000000421966e-23
Cr6_Obs_t343	8660470000000035e-20	3680000000040595e-23	-2607200000000025e-20	-1881509999999715e-20	4266369999999988e-20	-3353000000002812e-22	-42944999999999095e-21	-36308099999999253e-21	-453374000000022e-19	-8721289999999871e-20	0.0005326748000000032	28298599999997988e-21	-750000000038914e-23	21999999998828512e-25
