Obs	log_k_s2o4_disp	log_k_s2o4_o2	log_k_s2o4_fe3	log_sitefrac	log_k_fe2_o2_fast	log_factor_k_fe2_o2_slow	log_k_fe2_cr6_fast	log_factor_k_fe2_cr6_slow	log_is2o4	log_ifeoh3	log_q	log_aqfrac	log_k_fe2aq_o2	log_k_fe2aq_cr6
Cr6_Obs_t263	0.0030646812999999976	-876200000003019e-21	-0.0016983844000000026	-0.003241653500000003	0.001942503099999996	-0.00019704330000000145	-0.0013366047000000015	-0.0004145529000000028	-0.0033886266000000007	-0.006422570300000001	0.0061329288000000004	0.001174127599999999	-20900000003223895e-24	-2760000000247287e-23
Cr6_Obs_t264	0.003000241600000001	-8575999999992784e-22	-0.0016686247000000012	-0.0031800361000000003	0.001914829399999999	-0.00019362159999999993	-0.0013157882999999997	-0.0004164240999999982	-0.0033344061999999986	-0.006338802100000001	0.006156774700000001	0.0011508014999999988	-20500000000485408e-24	-2710000000013396e-23
Cr6_Obs_t265	0.0029368267999999986	-8392000000034122e-22	-0.0016389791000000035	-0.003118421200000003	0.001886916599999999	-0.0001901883000000014	-0.0012952722000000036	-0.00041824610000000366	-0.003280123100000002	-0.0062540506000000025	0.006180028799999998	0.0011277430999999958	-2010000000208373e-23	-26500000002531443e-24
Cr6_Obs_t266	0.002874447300000001	-8210999999976737e-22	-0.0016094717999999997	-0.003056868099999999	0.001858801200000002	-0.00018674680000000093	-0.0012750636000000018	-0.0004200196999999987	-0.0032258318000000013	-0.0061684228	0.006202701800000002	0.0011049625000000016	-1979999999894566e-23	-26099999999792955e-24
Cr6_Obs_t267	0.002813111899999999	-8030000000006088e-22	-0.0015801255000000031	-0.002995433800000004	0.0018305193999999976	-0.0001833002000000035	-0.0012551686000000003	-0.0004217453000000034	-0.0031715840000000025	-0.006082023500000003	0.006224804599999998	0.0010824692	-19400000000543982e-24	-25500000002190437e-24
Cr6_Obs_t268	0.0027528275999999996	-7850999999984079e-22	-0.0015509620000000003	-0.002934172999999999	0.001802105400000001	-0.00017985150000000144	-0.0012355928000000026	-0.00042342400000000037	-0.0031174301000000014	-0.005994955599999999	0.0062463480000000005	0.0010602715000000013	-18999999997805495e-24	-2499999999985153e-23
Cr6_Obs_t269	0.0026935994999999994	-7674999999993451e-22	-0.0015220019000000001	-0.0028731380999999978	0.0017735923000000015	-0.00017640370000000013	-0.0012163409999999984	-0.00042505629999999624	-0.003063418099999997	-0.005907319799999997	0.0062673429	0.001038377000000001	-18599999999403816e-24	-2450000000184943e-23
Cr6_Obs_t270	0.0026354312999999968	-7500999999994831e-22	-0.0014932647000000026	-0.0028123790000000046	0.0017450119999999972	-0.00017295980000000058	-0.0011974174000000054	-0.0004266432000000044	-0.0030095939000000013	-0.005819214700000005	0.0062878000999999975	0.0010167924999999979	-18300000000602556e-24	-24000000003847333e-24
Cr6_Obs_t271	0.002578325400000004	-732899999998822e-21	-0.001464768299999997	-0.002751943199999999	0.0017163952	-0.00016952229999999714	-0.0011788250999999984	-0.000428185399999996	-0.0029560012999999994	-0.005730735999999999	0.006307730500000001	0.0009955242999999973	-1789999999786407e-23	-23500000001508425e-24
Cr6_Obs_t272	0.002522282400000001	-7160000000012989e-22	-0.0014365300000000053	-0.0026918761000000032	0.0016877709999999976	-0.0001660939000000007	-0.0011605671	-0.00042968370000000256	-0.0029026820000000028	-0.005641976900000002	0.006327144999999997	0.0009745775999999959	-175000000037992e-22	-23100000003106747e-24
Cr6_Obs_t273	0.0024673017999999984	-6992999999986399e-22	-0.0014085656000000033	-0.002632220299999999	0.0016591673999999997	-0.0001626771000000013	-0.0011426453999999978	-0.0004311388999999992	-0.0028496757	-0.005553028099999999	0.0063460541999999995	0.0009539572000000001	-1720000000066113e-23	-2259999999643103e-23
Cr6_Obs_t274	0.0024133817	-6827999999995185e-22	-0.001380890000000001	-0.0025730163999999976	0.001630611199999999	-0.00015927420000000272	-0.001125061600000003	-0.00043255170000000044	-0.002797019900000002	-0.0054639773	0.006364468900000001	0.0009336671999999982	-16800000002259452e-24	-22099999998428932e-24
Cr6_Obs_t275	0.0023605190999999998	-666499999999598e-21	-0.0013535168999999998	-0.002514302299999999	0.0016021276999999981	-0.00015588730000000092	-0.0011078165999999987	-0.000433923099999998	-0.0027447500000000015	-0.005374909100000001	0.006382399800000001	0.0009137108999999988	-16399999999520964e-24	-21600000000426833e-24
Cr6_Obs_t276	0.0023087097000000023	-6505999999937423e-22	-0.001326459199999996	-0.002456114199999998	0.0015737409000000056	-0.000152518799999995	-0.0010909110999999952	-0.0004352537999999977	-0.002692899599999999	-0.005285905599999997	0.0063998573000000015	0.0008940910000000039	-16099999996382897e-24	-21199999993351537e-24
Cr6_Obs_t277	0.0022579485000000015	-6348000000004975e-22	-0.0012997284000000001	-0.0023984852000000006	0.0015454738999999985	-0.00014917049999999942	-0.0010743449000000021	-0.0004365446000000007	-0.0026414997999999997	-0.005197045399999999	0.006416852100000004	0.0008748098999999997	-15799999997581637e-24	-20699999999686247e-24
Cr6_Obs_t278	0.0022082290000000017	-6193999999969807e-22	-0.0012733351999999953	-0.0023414468999999978	0.0015173480000000043	-0.00014584439999999754	-0.0010581174999999996	-0.0004377964999999944	-0.0025905801999999986	-0.005108404399999998	0.006433394300000002	0.0008558691000000016	-15499999998780378e-24	-2029999999694776e-23
Cr6_Obs_t279	0.002159544199999996	-604100000001738e-21	-0.0012472894000000031	-0.0022850281	0.0014893839000000011	-0.0001425421999999999	-0.0010422280000000044	-0.0004390101000000023	-0.0025401681000000037	-0.0050200550000000016	0.006449494399999997	0.000837269800000001	-151000000003787e-22	-1990000000288289e-23
Cr6_Obs_t280	0.0021118861000000034	-5892000000005601e-22	-0.0012215998000000014	-0.002229255999999999	0.0014616006999999993	-0.00013926569999999933	-0.001026674999999996	-0.0004401862999999992	-0.0024902890999999993	-0.004932066699999999	0.006465162400000001	0.0008190125999999993	-14799999997240632e-24	-19500000000144402e-24
Cr6_Obs_t281	0.0020652458999999984	-5745000000029199e-22	-0.0011962741000000028	-0.0021741551999999997	0.0014340163999999964	-0.0001360161999999993	-0.0010114568000000029	-0.00044132580000000397	-0.0024409667	-0.004844505800000001	0.0064804085	0.0008010978999999996	-14400000003175761e-24	-19000000002142303e-24
Cr6_Obs_t282	0.0020196141000000016	-5600000000001437e-22	-0.0011713195999999999	-0.002119748599999998	0.0014066479999999982	-0.00013279550000000126	-0.0009965713999999983	-0.0004424295999999996	-0.0023922228000000005	-0.004757435400000001	0.006495242400000002	0.0007835251999999994	-14100000000037693e-24	-18599999999403816e-24
Cr6_Obs_t283	0.0019749802999999982	-545900000000106e-21	-0.0011467425000000024	-0.0020660571000000053	0.0013795110999999987	-0.00012960480000000045	-0.000982016300000001	-0.000443498400000005	-0.0023440776000000028	-0.004670915500000002	0.006509673899999994	0.0007662937999999972	-13900000000836854e-24	-18200000001002137e-24
Cr6_Obs_t284	0.0019313338000000006	-5320999999988696e-22	-0.0011225480000000027	-0.0020130993999999992	0.001352620599999999	-0.00012644540000000034	-0.0009677888999999997	-0.00044453299999999956	-0.0022965491999999994	-0.004585003000000002	0.006523712699999999	0.0007494027000000012	-13600000002035595e-24	-17800000002600458e-24
Cr6_Obs_t285	0.0018886632999999976	-5184000000015704e-22	-0.0010987407999999994	-0.001960892500000003	0.0013259902999999962	-0.00012331840000000087	-0.0009538857999999992	-0.00044553410000000224	-0.002249654200000002	-0.004499751300000004	0.006537368299999995	0.0007328505999999995	-13300000003234336e-24	-1739999999986197e-23
Cr6_Obs_t286	0.0018469567000000027	-5049999999987356e-22	-0.0010753247999999984	-0.0019094515999999988	0.0012996326000000013	-0.00012022489999999764	-0.0009403040999999982	-0.0004465024999999968	-0.0022034075999999986	-0.004415211199999998	0.0065506500000000025	0.0007166356000000039	-1299999999575946e-23	-16999999997123483e-24
Cr6_Obs_t287	0.0018062017000000001	-4920000000029762e-22	-0.0010523032999999998	-0.0018587903000000022	0.0012735590999999984	-0.00011716600000000361	-0.0009270402000000023	-0.00044743920000000527	-0.0021578231000000036	-0.004331430500000002	0.006563566899999997	0.0007007554999999971	-12800000000895428e-24	-16700000002659032e-24
Cr6_Obs_t288	0.001766385500000002	-4791000000024803e-22	-0.0010296785999999985	-0.0018089201000000017	0.0012477808999999994	-0.00011414239999999864	-0.0009140903000000008	-0.00044834469999999963	-0.002112912299999997	-0.004248453300000001	0.006576128200000003	0.0006852080999999966	-1250000000209417e-23	-16299999999920545e-24
Cr6_Obs_t289	0.001727494899999996	-46650000000512254e-23	-0.001007452700000004	-0.0017598513000000038	0.0012223075999999965	-0.0001111550000000008	-0.0009014503000000056	-0.0004492198000000027	-0.0020686858000000053	-0.004166321500000004	0.006588342699999994	0.000669990699999996	-1220000000329291e-23	-15900000005855675e-24
Cr6_Obs_t290	0.0016895164000000013	-4541999999978924e-22	-0.000985626899999998	-0.0017115925999999998	0.001197148000000002	-0.00010820469999999784	-0.0008891164000000016	-0.0004500652999999983	-0.0020251527999999965	-0.0040850738	0.006600218999999997	0.0006551002000000031	-11900000000154842e-24	-15599999998380798e-24
Cr6_Obs_t291	0.0016524361999999994	-4420999999985367e-22	-0.0009642018999999995	-0.001664150899999997	0.0011723104000000003	-0.00010529190000000115	-0.0008770839999999985	-0.0004508818999999966	-0.0019823208000000012	-0.004004745899999999	0.006611765900000001	0.0006405336999999994	-11600000001353583e-24	-1519999999564231e-23
Cr6_Obs_t292	0.001616240199999999	-4303000000023191e-22	-0.0009431777999999993	-0.0016175320000000023	0.0011478020000000016	-0.00010241740000000322	-0.0008653489	-0.00045167039999999877	-0.0019401964000000018	-0.003925371100000001	0.006622991700000001	0.000626287599999999	-11400000002152744e-24	-1480000000157744e-23
Cr6_Obs_t293	0.0015809141000000006	-4187000000009655e-22	-0.0009225544000000026	-0.0015717404000000022	0.0011236292999999972	-9958150000000283e-20	-0.0008539064000000034	-0.0004524313000000028	-0.001898784900000003	-0.0038469798000000024	0.0066339044999999975	0.0006123583999999987	-11100000003351485e-24	-14500000002776181e-24
Cr6_Obs_t294	0.0015464434000000016	-4074999999980136e-22	-0.0009023308999999997	-0.0015267791999999973	0.001099797999999999	-967848999999972e-19	-0.0008427518999999965	-0.00045316559999999603	-0.0018580903999999973	-0.0037695996999999965	0.006644512500000007	0.0005987423000000007	-10899999999813836e-24	-14199999995301305e-24
Cr6_Obs_t295	0.001512813599999995	-39650000000293617e-23	-0.0008825058000000007	-0.0014826501000000025	0.0010763130999999959	-9402780000000287e-20	-0.0008318806000000029	-0.0004538738000000025	-0.0018181157000000036	-0.0036932562000000033	0.0066548235999999966	0.0005854355999999981	-10700000004949806e-24	-13900000000836854e-24
Cr6_Obs_t296	0.0014800099000000008	-3855999999987855e-22	-0.0008630774999999992	-0.0014393540000000012	0.0010531791999999996	-913106000000009e-19	-0.0008212875999999989	-0.00045455649999999806	-0.0017788628000000011	-0.003617971799999998	0.006664845600000001	0.0005724339999999993	-10400000001811738e-24	-13599999997698786e-24
Cr6_Obs_t297	0.0014480174000000004	-37509999999737337e-23	-0.0008440439999999943	-0.0013968903999999997	0.001030399700000001	-8863359999999442e-20	-0.0008109680999999992	-0.00045521459999999653	-0.0017403326999999988	-0.003543767199999997	0.0066745860000000075	0.0005597334000000034	-10199999993937281e-24	-13299999998897527e-24
Cr6_Obs_t298	0.001416821199999997	-36479999999949886e-23	-0.0008254027000000009	-0.001355257999999999	0.0010079779999999997	-8599680000000078e-20	-0.0008009170000000026	-0.0004558486000000002	-0.0017025252000000017	-0.003470660200000004	0.006684052300000003	0.0005473295000000015	-10000000003410059e-24	-13000000000096268e-24
Cr6_Obs_t299	0.0013864064999999978	-3547000000008252e-22	-0.0008071508999999994	-0.0013144543999999998	0.0009859163999999991	-8340060000000104e-20	-0.0007911292999999986	-0.00045645909999999807	-0.0016654395999999997	-0.003398666800000002	0.006693251800000003	0.0005352179999999979	-979999999987241e-23	-12700000001295009e-24
Cr6_Obs_t300	0.0013567583000000018	-34480000000135236e-23	-0.0007892853999999982	-0.0012744763000000024	0.0009642169999999999	-8084489999999993e-20	-0.0007815997999999994	-0.0004570468000000003	-0.0016290740000000003	-0.003327800800000001	0.006702191599999999	0.0005233942000000026	-9499999996734343e-24	-12399999998156941e-24
Cr6_Obs_t301	0.001327861499999996	-3352000000006808e-22	-0.0007718027000000027	-0.0012353196000000014	0.0009428810999999966	-7832980000000139e-20	-0.0007723237000000025	-0.0004576123000000045	-0.0015934259000000006	-0.0032580737000000026	0.006710878699999999	0.0005118536999999986	-9300000001870312e-24	-1210000000369249e-23
Cr6_Obs_t302	0.0012997013000000043	-3258999999988105e-22	-0.0007546993000000007	-0.0011969794999999988	0.0009219097000000027	-7585540000000068e-20	-0.0007632955999999991	-0.00045815629999999916	-0.0015584920000000007	-0.0031894952999999985	0.006719319800000006	0.0005005917000000006	-9099999998332664e-24	-11899999995818034e-24
Cr6_Obs_t303	0.0012722627000000004	-3166999999965406e-22	-0.0007379711000000001	-0.0011594502999999956	0.0009013033000000031	-734215999999982e-19	-0.0007545106000000001	-0.00045867919999999576	-0.001524268399999999	-0.0031220734999999958	0.006727521700000002	0.000489603600000001	-8899999999131825e-24	-11599999997016774e-24
Cr6_Obs_t304	0.001245531099999999	-30770000000214515e-23	-0.0007216139000000002	-0.0011227256000000043	0.000881061799999994	-7102820000000343e-20	-0.0007459635000000046	-0.0004591817000000045	-0.0014907505000000005	-0.003055814300000001	0.006735490899999999	0.0004788845999999974	-8700000004267794e-24	-11300000002552324e-24
Cr6_Obs_t305	0.0012194914999999994	-29900000000221416e-23	-0.0007056236000000044	-0.0010867985000000005	0.0008611847999999986	-6867530000000295e-20	-0.0007376493000000022	-0.00045966440000000126	-0.0014579331000000003	-0.002990722100000001	0.0067432335	0.0004684297999999961	-8600000004667374e-24	-11100000003351485e-24
Cr6_Obs_t306	0.0011941293999999988	-290500000001484e-21	-0.0006899952999999976	-0.0010516614000000016	0.000841671599999998	-663627000000019e-19	-0.0007295628000000007	-0.0004601277000000018	-0.0014258103000000001	-0.0029267993999999983	0.006750755999999996	0.0004582345999999986	-8400000001129726e-24	-10800000000213417e-24
Cr6_Obs_t307	0.0011694301999999991	-2821999999999547e-22	-0.0006747244000000025	-0.0010173062000000009	0.0008225209999999971	-6409000000000189e-20	-0.0007216988999999988	-0.0004605723000000034	-0.0013943759999999984	-0.002864047600000001	0.006758064199999998	0.000448294099999998	-8200000001928887e-24	-10600000001012577e-24
Cr6_Obs_t308	0.0011453797000000052	-27409999999762624e-23	-0.0006598059000000002	-0.0009837241999999984	0.0008037315000000017	-6185719999999856e-20	-0.0007140526999999987	-0.00046099859999999566	-0.0013636232000000014	-0.002802466299999997	0.0067651642999999985	0.0004386035000000007	-7999999998391238e-24	-1029999999787451e-23
Cr6_Obs_t309	0.0011219633000000015	-2661999999988354e-22	-0.0006452349000000013	-0.0009509064999999994	0.0007853011999999979	-59664000000001806e-21	-0.0007066191999999987	-0.00046140729999999755	-0.0013335450999999972	-0.002742053799999998	0.006772061700000003	0.000429157700000001	-7799999999190399e-24	-1009999999867367e-23
Cr6_Obs_t310	0.0010991671000000047	-25849999999924544e-23	-0.0006310063000000005	-0.0009188434999999988	0.0007672280000000026	-575100000000002e-19	-0.0006993934000000014	-0.0004617986999999992	-0.0013041336999999962	-0.002682807199999998	0.0067787622999999995	0.00041995219999999955	-759999999998956e-23	-989999999947283e-23
Cr6_Obs_t311	0.0010769768999999976	-2509999999988563e-22	-0.0006171147000000017	-0.0008875255000000007	0.0007495094999999995	-5539509999999848e-20	-0.0006923705	-0.00046217339999999815	-0.0012753813999999983	-0.002624722300000001	0.006785271500000002	0.000410981999999999	-750000000038914e-23	-9600000000671571e-24
Cr6_Obs_t312	0.0010553791	-2437000000020048e-22	-0.0006035548999999999	-0.0008569422999999982	0.0007321430999999989	-53318899999998254e-21	-0.0006855456000000011	-0.0004625318999999968	-0.0012472796999999985	-0.0025677936999999977	0.006791594500000003	0.0004022422000000015	-7299999996851492e-24	-9500000001071152e-24
Cr6_Obs_t313	0.0010343600999999968	-23660000000435416e-23	-0.0005903213000000044	-0.0008270832000000037	0.0007151257999999956	-5128100000000545e-20	-0.0006789139000000022	-0.0004628746000000022	-0.0012198200000000051	-0.0025120149000000015	0.006797736799999993	0.00039372829999999477	-7200000005924689e-24	-9200000002269892e-24
Cr6_Obs_t314	0.0010139062999999946	-22960000000196712e-23	-0.0005774084000000025	-0.0007979376000000031	0.0006984544999999974	-49281000000004314e-21	-0.0006724706000000051	-0.00046320189999999976	-0.0011929935000000013	-0.0024573784999999985	0.0068037032	0.00038543529999999875	-7000000002387041e-24	-9000000003069053e-24
Cr6_Obs_t315	0.000994004399999999	-22290000000271815e-23	-0.0005648108999999979	-0.000769494600000001	0.0006821259000000003	-4731860000000039e-20	-0.0006662113000000013	-0.000463514500000004	-0.0011667912000000013	-0.0024038762	0.006809498800000001	0.00037735860000000145	-6899999998449813e-24	-8799999999531405e-24
Cr6_Obs_t316	0.000974641400000001	-21629999999873278e-23	-0.0005525230000000009	-0.0007417428999999991	0.0006661364000000013	-4539339999999961e-20	-0.0006601311000000018	-0.00046381260000000115	-0.001141203799999999	-0.0023514986000000007	0.006815128400000001	0.0003694935	-6799999998849393e-24	-8699999999930985e-24
Cr6_Obs_t317	0.0009558045999999995	-20989999999828507e-23	-0.0005405389999999996	-0.0007146710000000001	0.000650482600000001	-4350489999999964e-20	-0.0006542255000000028	-0.0004640967000000022	-0.0011162215999999982	-0.0023002354999999974	0.006820596699999995	0.0003618354999999993	-6500000000048134e-24	-8399999996792917e-24
Cr6_Obs_t318	0.0009374809999999987	-20360000000177458e-23	-0.0005288534999999981	-0.0006882677000000009	0.0006351602999999989	-4165270000000207e-20	-0.0006484902999999995	-0.0004643672000000012	-0.0010918353000000016	-0.002250076400000002	0.0068259083	0.00035437979999999696	-6400000000447714e-24	-8200000001928887e-24
Cr6_Obs_t319	0.0009196582000000003	-19759999999972855e-23	-0.0005174607999999976	-0.0006625214000000003	0.0006201655999999974	-3983649999999943e-20	-0.0006429209000000016	-0.0004646246000000005	-0.0010680349000000014	-0.0022010096000000005	0.006831067499999998	0.00034712179999999825	-63000000008472945e-25	-8100000002328467e-24
Cr6_Obs_t320	0.0009023241000000008	-19169999999728293e-23	-0.0005063550999999953	-0.0006374199999999988	0.0006054946000000035	-3805549999999491e-20	-0.0006375129999999958	-0.0004648690999999993	-0.0010448105999999978	-0.0021530228999999982	0.006836078900000005	0.00034005720000000305	-6199999996910066e-24	-789999999445401e-23
Cr6_Obs_t321	0.0008854666000000008	-18589999999877455e-23	-0.0004955309	-0.0006129520999999987	0.0005911428999999958	-36309599999997597e-21	-0.0006322622999999994	-0.00046510119999999995	-0.0010221524000000003	-0.002106103699999998	0.006840946600000001	0.00033318159999999857	-6100000001646455e-24	-7800000003527208e-24
Cr6_Obs_t322	0.0008690738	-180299999999467e-21	-0.00048498240000000026	-0.0005891057000000002	0.0005771062999999996	-345981000000016e-19	-0.0006271648000000024	-0.00046532130000000085	-0.0010000502999999968	-0.002060238600000001	0.006845674699999999	0.0003264905000000028	-5899999998108807e-24	-759999999998956e-23
Cr6_Obs_t323	0.0008531341000000015	-17479999999975987e-23	-0.00047470420000000034	-0.0005658689999999984	0.0005633801999999988	-32920500000000255e-21	-0.0006222162999999998	-0.00046552969999999645	-0.0009784943000000013	-0.0020154139000000014	0.006850267199999998	0.0003199794999999986	-5799999998508387e-24	-740000000078872e-23
Cr6_Obs_t324	0.0008376359999999992	-1695000000035904e-22	-0.0004646906000000013	-0.0005432300000000022	0.0005499602999999974	-3127649999999909e-20	-0.0006174128000000032	-0.0004657267000000029	-0.0009574740000000033	-0.001971615600000003	0.0068547279999999974	0.0003136445999999977	-5599999999307548e-24	-7200000001587881e-24
Cr6_Obs_t325	0.0008225684000000028	-16449999999754855e-23	-0.00045493619999999874	-0.0005211770999999973	0.0005368419000000013	-29665499999996167e-21	-0.0006127504999999976	-0.00046591289999999615	-0.0009369795999999986	-0.0019288290999999952	0.006859060900000005	0.0003074813000000006	-5599999999307548e-24	-7199999997251072e-24
Cr6_Obs_t326	0.0008079204000000038	-15929999999664268e-23	-0.00044543509999999883	-0.0004996980999999977	0.000524020600000002	-2808679999999862e-20	-0.0006082252999999992	-0.00046608819999999825	-0.0009170005999999944	-0.0018870392999999989	0.006863269700000006	0.0003014859000000005	-5400000000106708e-24	-6899999994113004e-24
Cr6_Obs_t327	0.0007936811000000023	-1544999999984753e-22	-0.0004361822999999999	-0.0004787815999999969	0.0005114914000000021	-26540299999998178e-21	-0.0006038337000000005	-0.00046625339999999734	-0.0008975271999999996	-0.0018462313	0.006867357699999999	0.00029565380000000276	-5400000000106708e-24	-6899999998449813e-24
Cr6_Obs_t328	0.0007798401000000009	-14979999999990834e-23	-0.0004271720999999987	-0.00045841559999999955	0.0004992500000000014	-25025199999998034e-21	-0.0005995716999999999	-0.0004664085000000021	-0.0008785491000000032	-0.0018063895999999996	0.0068713287	0.00028998140000000006	-5300000000506289e-24	-6700000003585782e-24
Cr6_Obs_t329	0.0007663869000000025	-1452000000009418e-22	-0.00041839929999999866	-0.0004385884000000003	0.0004872914000000027	-23541000000000187e-21	-0.0005954359999999978	-0.00046655400000000184	-0.0008600562999999976	-0.0017674985999999995	0.006875186	0.0002844646999999997	-5200000000905869e-24	-6599999999648554e-24
Cr6_Obs_t330	0.0007533116000000032	-14059999999763845e-23	-0.0004098583999999957	-0.00041928849999999743	0.0004756111000000021	-2208719999999796e-20	-0.0005914227999999962	-0.00046668989999999657	-0.0008420385999999974	-0.001729542199999999	0.006878932899999999	0.0002790998000000043	-4999999997368221e-24	-63999999961109055e-25
Cr6_Obs_t331	0.0007406041000000002	-13630000000180997e-23	-0.0004015444000000012	-0.0004005044000000022	0.00046420389999999884	-2066340000000163e-20	-0.0005875289000000037	-0.00046681680000000125	-0.000824486400000002	-0.0016925048000000038	0.0068825725000000015	0.0002738828999999986	-50000000017050295e-25	-63000000008472945e-25
Cr6_Obs_t332	0.0007282546999999974	-1321000000012451e-22	-0.000393451900000002	-0.0003822246999999994	0.00045306540000000176	-19269000000000577e-21	-0.0005837507999999995	-0.0004669348999999977	-0.0008073895000000001	-0.0016563702000000008	0.006886108099999999	0.00026881019999999787	-4899999997767801e-24	-6200000001246875e-24
Cr6_Obs_t333	0.0007162543000000009	-12790000000068025e-23	-0.0003855759000000007	-0.00036443790000000037	0.0004421907999999997	-1790350000000114e-20	-0.0005800851000000015	-0.0004670442999999986	-0.0007907382999999997	-0.0016211219999999991	0.006889542699999997	0.0002638782999999983	-4699999998566962e-24	-6000000002046035e-24
Cr6_Obs_t334	0.0007045932000000017	-12389999999931622e-23	-0.0003779113000000004	-0.0003471332000000004	0.0004315750999999996	-1656640000000098e-20	-0.0005765287000000004	-0.00046714549999999754	-0.0007745230000000009	-0.0015867443000000016	0.006892879099999996	0.00025908339999999776	-4699999998566962e-24	-5900000002445616e-24
Cr6_Obs_t335	0.0006932623999999967	-12000000000188943e-23	-0.0003704533000000029	-0.00033029930000000145	0.0004212136999999982	-15257100000002495e-21	-0.0005730785	-0.00046723870000000244	-0.0007587340000000031	-0.0015532206000000047	0.006896120299999999	0.0002544219999999972	-46000000033033506e-25	-5900000002445616e-24
Cr6_Obs_t336	0.000682253300000003	-11619999999972624e-23	-0.00036319670000000293	-0.00031392529999999924	0.00041110190000000126	-13975199999998605e-21	-0.0005697313000000001	-0.00046732409999999946	-0.0007433618000000008	-0.0015205346999999994	0.006899269100000003	0.00024989080000000115	-4499999999366122e-24	-56999999989079675e-25
Cr6_Obs_t337	0.0006715571999999989	-11250000000150029e-23	-0.0003561367999999976	-0.00029800049999999766	0.0004012350000000015	-12720100000000387e-21	-0.0005664840999999995	-0.0004674017999999969	-0.0007283967999999977	-0.0014886701999999993	0.006902328199999996	0.0002454865000000011	-43999999997657024e-25	-5599999999307548e-24
Cr6_Obs_t338	0.0006611653999999976	-10899999999813836e-23	-0.000349269000000001	-0.00028251439999999947	0.0003916080000000016	-11491399999996425e-21	-0.0005633340999999965	-0.00046747240000000103	-0.0007138300999999991	-0.0014576111000000032	0.006905300099999999	0.0002412054999999984	-43999999997657024e-25	-5499999999707128e-24
Cr6_Obs_t339	0.0006510698999999962	-10539999999951283e-23	-0.0003425884000000023	-0.0002674562000000045	0.0003822165000000018	-1028850000000213e-20	-0.0005602784000000027	-0.00046753579999999923	-0.0006996521999999995	-0.0014273409999999986	0.006908187599999997	0.00023704479999999645	-4200000000564863e-24	-5400000000106708e-24
Cr6_Obs_t340	0.0006412626000000012	-10200000000008813e-23	-0.00033609060000000177	-0.0002528157999999968	0.0003730558000000035	-9110999999997413e-21	-0.0005573141999999989	-0.000467592299999999	-0.0006858541999999997	-0.001397843999999997	0.006910993099999998	0.00023300119999999924	-4099999996627635e-24	-5200000000905869e-24
Cr6_Obs_t341	0.0006317355000000011	-9879999999986427e-23	-0.0003297710000000004	-0.00023858320000000324	0.00036412119999999944	-795830000000202e-20	-0.0005544388000000003	-0.0004676421999999991	-0.0006724271000000011	-0.0013691038999999981	0.0069137189	0.00022907159999999756	-4100000000964443e-24	-5200000000905869e-24
Cr6_Obs_t342	0.0006224809000000006	-9559999999964042e-23	-0.00032362529999999806	-0.0002247481999999995	0.0003554082000000033	-68300999999954676e-22	-0.0005516495999999997	-0.00046768579999999834	-0.0006593622999999989	-0.0013411049999999996	0.006916367300000004	0.00022525280000000418	-4099999996627635e-24	-50999999969686405e-25
Cr6_Obs_t343	0.0006134915999999983	-9249999999901698e-23	-0.00031764879999999617	-0.0002113008999999992	0.0003469124000000023	-5725599999998297e-21	-0.0005489439999999991	-0.0004677230000000015	-0.0006466507999999989	-0.0013138311999999963	0.006918940900000003	0.00022154230000000306	-3899999997426795e-24	-4999999997368221e-24
Cr6_Obs_t344	0.0006047600000000028	-8949999999799396e-23	-0.0003118376999999969	-0.00019823179999999688	0.0003386291000000022	-4644599999998299e-21	-0.0005463194999999954	-0.00046775429999999785	-0.0006342844999999986	-0.0012872670999999978	0.006921441600000002	0.00021793680000000305	-3899999997426795e-24	-4899999997767801e-24
Cr6_Obs_t345	0.0005962791999999982	-8660000000090817e-23	-0.0003061874000000013	-0.00018553140000000454	0.00033055399999999853	-3586500000002206e-21	-0.0005437736000000028	-0.00046777960000000084	-0.0006222547000000024	-0.0012613971000000014	0.0069238717999999975	0.0002144335999999976	-3800000002163184e-24	-480000000250419e-23
Cr6_Obs_t346	0.0005880420000000004	-8369999999948557e-23	-0.0003006940999999985	-0.0001731904000000029	0.00032268260000000056	-2550899999998607e-21	-0.0005413040999999999	-0.0004677993999999998	-0.0006105532999999995	-0.0012362058999999988	0.006926233400000002	0.00021102990000000218	-37999999978263754e-25	-4699999998566962e-24
Cr6_Obs_t347	0.0005800416999999971	-8100000000160062e-23	-0.0002953537000000006	-0.00016119969999999796	0.00031501069999999905	-15372999999981735e-22	-0.0005389087000000001	-0.000467813699999999	-0.0005991722999999999	-0.0012116783999999983	0.006928528399999996	0.00020772310000000127	-3800000002163184e-24	-470000000290377e-23
Cr6_Obs_t348	0.0005722720000000004	-7829999999937887e-23	-0.0002901620999999979	-0.0001495501000000005	0.0003075339999999982	-5450999999989659e-22	-0.0005365848000000008	-0.00046782259999999815	-0.0005881034999999975	-0.0011877994	0.006930759100000003	0.00020451060000000086	-36000000029623447e-25	-4499999999366122e-24
Cr6_Obs_t349	0.0005647258999999993	-7580000000069476e-23	-0.0002851157000000005	-0.0001382331000000011	0.00030024820000000216	4257999999986162e-22	-0.0005343307000000002	-0.0004678264999999999	-0.0005773394000000006	-0.001164554400000001	0.006932926899999997	0.00020138969999999867	-37000000025627644e-25	-4599999998966542e-24
